"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection."	"Al día de hoy no se ha demostrado a ciencia cierta que algún fármaco sea adecuado para tratar la infección existente causada por ébola, aun cuando existe una vacuna experimental que pareciera ser capaz de disminuir la mortalidad causada por esa enfermedad."
"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death."	"Zmapp, un combinado de anticuerpos, tuvo un prometedor resultado de campo al principio, pero estudios los formales demostraron que era menos beneficioso de lo que se esperaba para prevenir la muerte."
"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it."	"En el ensayo PALM, la función de Zmapp fue de control, es decir, que los científicos lo utilizaron como base y compararon con él los otros tres tratamientos."
"USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes."	"USA Gymnastics respalda la nota del Comité Olímpico de los Estados Unidos y reconoce que resulta imperioso que la familia olímpica fomente un entorno seguro para todos nuestros deportistas."
"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification."	"Coincidimos con la declaración de la USOC de que los intereses de los atletas, los clubes y sus deportes, pueden ser atendidos más apropiadamente si se avanza con cambios significativos dentro de nuestra organización, en lugar del retiro de las certificaciones."
"USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes."	"USA Gymnastics respalda a una investigación independiente que puede esclarecer de qué modo el abuso de la proporción que los sobrevivientes de Larry Nassa describieron con tanto coraje pudo haber pasado sin ser visto por tanto tiempo y acepta cualquier cambio necesario y adecuado."
"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment."	"La meta de USA Gymnastics y USOC es la misma: lograr que la gimnasia y otros deportes sean lo más seguro posible para que los atletas persigan sus sueños en un entorno protegido, positivo y potenciado."
"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration."	"Durante los años 60, Brzezinski trabajó para John F. Kennedy en el puesto de asesor y, posteriormente, para el gobierno de Lyndon B. Johnson."
"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger."	"Asesoró a Carter en materia de política exterior en las elecciones de 1976. Posteriormente, trabajó como asesor de seguridad nacional (ASN) entre 1977 y 1981, luego de Henry Kissinger."
"As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979."	"Como consejero de seguridad nacional, asistió a Carter en el manejo diplomático de asuntos internacionales, como los Acuerdos de Camp David de 1978, la normalización de las relaciones entre Estados Unidos y China a fines de la década de 1970, la Revolución iraní de 1979, la que llevó a una crisis de rehenes en Irán, y la invasión soviética en Afganistán, en 1979."
"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories."	"El filme, protagonizado por Tyan Gosling y Emma Stone, fue nominado en todas las categorías más importantes."
"Gosling and Stone received nominations for Best Actor and Actress respectively."	"Gosling y Stone fueron nominados como Mejor Actor y Mejor Actriz, respectivamente."
"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay."	"Entre las demás nominaciones se encuentran Mejor película, Mejor director, Mejor cinematografía, Mejor diseño de vestuario, Mejor edición de películas, Mejor partitura original, Mejor diseño de producción, Mejor edición de sonido, Mejor mezcla de sonido y Mejor guion original."
"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio."	"Fueron dos las nominadas a mejor canción original: Audición (Los tontos que sueñan) y Ciudad de estrellas. El estudio Lionsgate fue nominado 26 veces, superando a cualquier otro estudio."
"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria."	"El domingo por la noche, en un anuncio realizado mediante el secretario de prensa, el presidente de los Estados Unidos de América, Donald Trump, comunicó que las tropas estadounidenses se retirarían de Siria."
"The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan."	"El anuncio se hizo tras la conversación telefónica que Trump mantuvo con con el presidente de Turquía, Recep Tayyip Erdoğan."
"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate."	"Turquía asumiría, además, la vigilancia de los militantes del ISIS que fueron capturados, a quienes las naciones europeas, conforme indica el comunicado, les denegó su repatriación."
"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement."	"Además de confirmar que al menos algunos dinosaurios eran plumíferos, una teoría ya generalizada, también ofrece datos específicos que los fósiles por lo general no ofrecen, como su color y su estructura tridimensional."
". Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside."	"Según los especialistas, este animal tiene un plumaje de color castaño en la zona superior y una tonalidad pálida o carotenoide en la parte de abajo."
"The find also grants insight into the evolution of feathers in birds."	"Asimismo, el hallazgo permite comprender mejor la evolución de las plumas de las aves."
"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features."	"Dado que el plumaje de los dinosaurios no tiene un eje bien desarrollado, denominado raquis, pero sí presenta otros rasgos de las plumas (cerdas y bárbulas), los investigadores llegaron a la conclusión de que es probable que el raquis sea el resultado de un desarrollo evolutivo posterior de estas otras características."
"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down."	"La estructura que presenta el plumaje sugiere que su función no estaba relacionada con el vuelo, sino que las usaban para regular la temperatura o como indicador de la misma. Los investigadores sostienen que, aunque se trata de la cola de un dinosaurio joven, la muestra analizada presenta rasgos del plumaje de un adulto y no de un polluelo."
"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down."	"Las apreciaciones de los expertos fueron que, aun cuando se trata de la cola de un dinosaurio de corta edad, la muestra ilustra más el plumaje de un adulto que el de un polluelo."
"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people."	"En la mañana de ayer, en Gaziantep, Turquía, un coche bomba mató a dos oficiales de policía e hirió a más de otras veinte personas."
"The governor's office said nineteen of the injured were police officers."	"Desde el gobierno informaron que diecinueve de las personas heridas eran policías."
"Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack."	"La policía informó que el sospechoso por el ataque es un supuesto militante de Daish (ELIL)."
"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else."	"Se descubrió que el sol se regía por los mismos principios básicos que otras estrellas: los únicos factores que impulsaban su actividad dentro del sistema eran su luminosidad y su rotación."
"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow."	"La intensidad de la luz y la rotación se combinan para calcular el número de Rossby de una estrella, vinculado al flujo de plasma."
"The smaller the Rossby number, the less active the star with respect to magnetic reversals."	"A menor número de Rossby, menor es la actividad de la estrella en relación con sus inversiones magnéticas."
"During his trip, Iwasaki ran into trouble on many occasions."	"Iwasaki debió enfrentarse con numerosos problemas durante su viaje."
"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India."	"Lo asaltaron piratas, lo mordió un perro con rabia en el Tíbet, escapó del matrimonio en Nepal y lo detuvo la policía en India."
"The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies."	"El 802.11n estándar funciona tanto en frecuencias de 2.4Ghz como 5.0Ghz."
"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios."	"Esto hará posible su compatibilidad con versiones anteriores de 802.11a, 802.11b y 802.11g; ello en la medida en que la estación base tenga radios duales."
"The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s."	"Las velocidades del estándar 802.11n son mucho más altas que las alcanzadas por los que lo precedieron, con un rendimiento teórico máximo de 600 Mbps."
"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related."	"Duvall, que está casado y tiene dos hijos adultos, no causó una buena impresión a Miller, que fue a quien le relató la historia."
"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying."""	"Al pedirle un comentario, Miller dijo: «Mike habla mucho durante la audiencia… Estaba preparándome, así que en verdad no pude escuchar lo que decía»."
"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said."	"«Trabajaremos duro para reducir el nivel de dióxido de carbono emitido por unidad de PIB para el año 2020, de modo que la diferencia sea significativa en comparación con el 2005», afirmó Hu."
"He did not set a figure for the cuts, saying they will be made based on China's economic output."	"No mencionó una cifra para los recortes y manifestó que se harán en base a la producción económica de China."
"Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later."""	"Hu incentivó a los estados en vías de desarrollo a «no volver al tradicional camino de contaminar primero y hacer limpieza después»."
"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities."""	"Agregó: «Aun así, no es correcto exigirles que asuman obligaciones que sobrepasan su fase de desarrollo, su nivel de responsabilidad y sus capacidades»."
"The Iraq Study Group presented its report at 12.00 GMT today."	"El Grupo de Estudio de Irak elevó hoy su informe a las 12:00 GMT."
"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos."	"Advierte que nadie puede dar garantías de que alguna acción iraquí en este punto detendrá la lucha sectaria, la creciente violencia o una inclinación hacia el caos."
"The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East."	"El informe comienza con un llamado a debate abierto y a formar un consenso en los Estados Unidos acerca de las políticas sobre el Oriente Medio."
"The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction."	"El informe es sumamente crítico con prácticamente cada aspecto de la política vigente del poder ejecutivo en Irak, y apela a un cambio inmediato de dirección."
"First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors."	"Contiene 78 recomendaciones, de las cuales la número uno es la adopción de una nueva iniciativa antes del final del año con el propósito de proteger las fronteras de Irak de operaciones hostiles y para restaurar los vínculos diplomáticos con sus vecinos."
"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires."	"Cristina Fernández de Kirchner, quien a la fecha ocupa el cargo de senadora y es la primera dama de la República Argentina, anunció anoche en La Plata, ciudad ubicada a 50 kilómetros (31 millas) de Buenos Aires, que se postulará para la presidencia."
"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation."	"El Teatro Argentino fue el lugar donde la señora Kirchner anunció su intención de candidatearse como presidenta; este es el mismo sitio donde inició su campaña para el senado en el año 2005, en representación de la provincia de Buenos Aires."
"The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal."""	"La cuestión que dio origen al debate fue la controversia en torno al presupuesto destinado al socorro y reconstrucción posteriores al huracán Katrina, medida que algunos conservadores fiscales etiquetaron en torno de broma como el «Acuerdo de Nueva Orleans de Bush»."
"Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders."	"Las críticas de los liberales en relación a los trabajos de restauración tienen su foco en el hecho de que se han adjudicado contratos de reconstrucción a personas que, al parecer, son funcionarios de Washington."
"Over four million people went to Rome to attend the funeral."	"Más de cuatro millones de individuos se concentraron en Roma para presenciar el funeral."
"The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square."	"Fue tanta la cantidad de gente que se concentró, que no todos pudieron acceder al funeral en la Plaza de San Pedro."
"Several large television screens were installed in various places in Rome to let the people watch the ceremony."	"Se instalaron de grandes pantallas de televisión en diferentes puntos de Roma, para que todos pudieran ver la ceremonia."
"In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people."	"En muchas otras ciudades italianas, así como en todo el mundo, en particular en Polonia, se llevaron a cabo montajes parecidos que vieron muchísimas personas."
"Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate."	"Los historiadores critican las políticas pasadas del FBI por concentrar sus recursos en casos de fácil resolución, en especial los de automóviles robados, con la intención de mejorar su tasa de éxito."
"Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography."	"En el año fiscal 2005, el Congreso inició la financiación de la campaña contra la obscenidad y dio la instrucción de que el FBI debe asignar 10 agentes a ocuparse de la pornografía para adultos."
"Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes."	"Robin Uthappa obtuvo la mayor puntuación en entradas: 70 anotaciones con solo 41 bolas, al conectar 11 cuatros y 2 seises."
"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership."	"El rendimiento tanto de Sachin Tendulkar como de Rahul Dravid, bateadores de orden medio, fue bueno y lograron una asociación de cien anotaciones."
"But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings."	"Mas, luego de quedar sin el wicket del capitán, India solo logró 36 carreras y 7 de sus wickets fueron derribados para finalizar las vueltas."
"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia."	"El primer mandatario de EE. UU., George W. Bush, llegó a Singapur temprano el 16 de noviembre, dando inicio a una gira de siete días por Asia."
"He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong."	"Le dio la bienvenida el vice primer ministro de Singapur, Wong Kan Seng, y debatió asuntos comerciales y de terrorismo con jefe de estado, Lee Hsien Loong."
"After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia."	"Luego de una semana de derrotas en elecciones de medio mandato, Bush dio un discurso a la audiencia sobre la expansión comercial en el continente asiático."
"Prime Minister Stephen Harper has agreed to send the government's 'Clean Air Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO."	"Stephen Harper, primer ministro, acordó enviar la Ley de Aire Limpio del gobierno para su revisión a un comité donde participan todos los partidos antes de la segunda lectura, y después de la reunión de 25 minutos en la PMO del martes con Jack Layton, líder del NDP."
"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill."	"Durante la reunión llevada a cabo con el primer ministro, Layton había solicitado que se introdujeran cambios en la ley ambiental de los conservadores, apelando a una «modificación exhaustiva y completa de su redacción»."
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November."	"Desde que el gobierno federal intervino y asumió la financiación del hospital Mersey, en Davenport, Tasmania, las autoridades estatales y algunos miembros del parlamento federal tacharon tal medida de engañosa, con miras en las elecciones federales, que tendrán lugar en el mes de noviembre."
"But Prime Minister John Howard has said the act was only to safeguard the facilities of the hospital from being downgraded by the Tasmanian government, in giving an extra AUD$45 million."	"Sin embargo, el primer ministro John Howard afirmó que el único objetivo de la ley fue proteger las instalaciones del hospital de la degradación por parte del gobierno de Tasmania, al otorgar 45 millones de dólares australianos adicionales."
"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue."	"Conforme surge del último informe, las lecturas del nivel del mar señalan la formación de un tsunami y se detectó cierta actividad de este fenómeno en las cercanías de Pago Pago y Niue."
"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC."	"No se han informado mayores daños o heridos en Tonga, pero se interrumpió el servicio de electricidad de forma temporal, lo que, se supone, frustró la recepción por las autoridades tonganas de la advertencia de tsunami emitida por el PTWC."
"Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted."	"Catorce escuelas en la costa de Hawái o en el área cercana a ella cerraron completamente el miércoles, a pesar de que se levantaron las advertencias."
"U.S. President George W. Bush welcomed the announcement."	"George W. Bush, presidente de los Estados Unidos, recibió con gusto el anuncio."
"Bush spokesman Gordon Johndroe called North Korea's pledge ""a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula."""	"Gordon Johndroe, vocero de Bush, se refirió al compromiso norcoreano como «un avance importante hacia el objetivo de alcanzar la desnuclearización constatable de la península de Corea»."
"The tenth named storm of the Atlantic Hurricane season, Subtropical Storm Jerry, formed in the Atlantic Ocean today."	"El día de hoy se originó en el Océano Atlántico la tormenta número diez de su temporada de huracanes en ser nombrada, a la que se denominó Tormenta subtropical Jerry."
"The National Hurricane Center (NHC) says that at this point Jerry poses no threat to land."	"El Centro Nacional de Huracanes (CNH) declaró que por ahora está previsto que Jerry toque el suelo."
"The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees."	"Según estimaciones realizadas por el Cuerpo de Ingenieros de los Estados Unidos, hasta 6 pulgadas de lluvia podrían filtrarse por los diques anteriormente dañados."
"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped."	"Debido al desborde del dique que está cerca del Noveno Distrito, el agua llega hasta la cintura actualmente en ese lugar, que ya había sufrido inundaciones de hasta 20 pies a causa del huracán Katrina."
"Water is spilling over the levee in a section 100 feet wide."	"El agua fluye encima del dique en un tramo que tiene un ancho de 100 pies."
"Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month."	"Adam Cuerden, administrador de Commons, expresó su frustración por las eliminaciones en una declaración que hizo a Wikinwes el mes pasado."
"""He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion."""	"«En esencia, él [Wales] nos mintió desde un comienzo. Por un lado, pretendiendo que lo hacía por rezones legales. Por el otro, fingiendo prestarnos atención hasta el momento en que eliminaba el contenido artístico»."
"The community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media."	"El enojo de la comunidad condujo a los esfuerzos actuales por redactar una política sobre el contenido sexual del sitio, que hospeda a millones de medios con licencia abierta."
"The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy."	"Si bien se trató de un trabajo eminentemente teórico, el programa se redactó con la finalidad de simular las observaciones realizadas a la galaxia de Sagitario."
"The effect the team was looking for would be caused by tidal forces between the galaxy's dark matter and the Milky Way's dark matter."	"Serían las fuerzas de marea entre la materia oscura presente en la galaxia y la de la Vía Láctea lo que provocaría el efecto esperado por el grupo de científicos."
"Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy."	"La Vía Láctea influeye en la galaxia de Sagitario del mismo modo en que la luna ejerce una fuerza de atracción sobre nuestro planeta y causa las mareas."
"The scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does."	"Los expertos llegaron a la conclusión de que las materias oscuras se afectan entre sí al igual que lo hace la materia regular."
"This theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo, and is made of lots of small particles."	"Esta teoría sostiene que la mayor parte de la materia oscura que rodea a una galaxia se sitúa en torno a esta en una clase de halo y se compone por numerosas partículas pequeñas."
"Television reports show white smoke coming from the plant."	"En las coberturas televisivas puede verse humo blanco emanando de la planta."
"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water."	"El gobierno local advierte a quienes residen en las cercanías de la planta que no salgan de sus hogares, mantengan apagados los aires acondicionados y no consuman agua del grifo."
"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant."	"Según ha informado la agencia nuclear de Japón, se ha encontrado cesio y iodo radioactivos en la planta."
"Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking."	"Según especulaciones de las autoridades, todo indica que los contenedores del lugar que tienen combustible de uranio podrían haberse roto y tener pérdidas."
"Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal."	"La tuberculosis extremadamente resistente (XDR-TB) fue detectada por primera vez por el Dr. Tony Moll en área sudafricana de Zululandia."
"In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate."""	"Durante una entrevista, señaló que la nueva variante generaba «mucha preocupación y alarma, dada su elevada tasa de mortalidad»."
"Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers."	"El doctor Moll cree que algunos pacientes podrían haber contraído el virus dentro del hospital y que al menos dos de los infectados eran trabajadores de salud de ese nosocomio."
